Chemical formula,Tolerance factor,Lowest distortion,Stability [eV/atom],Label
ThHfO3,0.88,cubic,0.66,0
ThHgO3,0.76,cubic,1.39,0
ThHoO3,0.80,cubic,0.86,0
ThInO3,0.84,cubic,1.07,0
ThIrO3,0.91,cubic,1.11,0
ThKO3,0.66,orthorhombic,0.34,0
ThLaO3,0.76,cubic,1.31,0
ThLiO3,0.86,orthorhombic,0.23,0
ThLuO3,0.82,cubic,0.73,0
ThMgO3,0.87,orthorhombic,0.12,0
ThMnO3,0.83,cubic,0.62,0
ThMoO3,0.90,cubic,0.88,0
ThNaO3,0.76,cubic,0.98,0
ThNbO3,0.87,cubic,0.81,0
ThNdO3,0.78,cubic,1.22,0
ThNiO3,0.89,orthorhombic,0.10,0
ThNpO3,0.82,cubic,1.04,0
ThOsO3,0.94,cubic,1.10,0
ThPaO3,0.80,cubic,1.19,0
ThPbO3,0.77,cubic,1.59,0
ThPdO3,0.82,cubic,0.88,0
ThPmO3,0.78,cubic,1.14,0
ThPrO3,0.80,cubic,1.29,0
ThPtO3,0.90,cubic,1.10,0
ThPuO3,0.83,cubic,1.50,0
ThRbO3,0.63,orthorhombic,0.35,0
ThReO3,0.91,cubic,1.10,0
ThRhO3,0.92,cubic,0.80,0
ThRuO3,0.89,cubic,0.85,0
ThSbO3,0.89,cubic,1.36,0
ThScO3,0.86,orthorhombic,0.23,0
ThSiO3,1.03,cubic,1.12,0
ThSmO3,0.70,cubic,1.10,0
ThSnO3,0.89,cubic,1.25,0
ThSrO3,0.72,cubic,1.68,0
ThTaO3,0.87,cubic,0.80,0
ThTbO3,0.80,cubic,0.94,0
ThTcO3,0.93,cubic,0.88,0
ThTeO3,0.78,cubic,1.58,0
ThTiO3,0.82,orthorhombic,0.28,0
ThTlO3,0.71,cubic,1.38,0
ThTmO3,0.76,cubic,0.79,0
ThUO3,0.76,cubic,1.54,0
ThVO3,0.85,orthorhombic,0.06,0
ThWO3,0.90,cubic,1.01,0
ThYO3,0.80,cubic,0.90,0
ThYbO3,0.79,cubic,1.11,0
ThZnO3,0.87,cubic,0.61,0
ThZrO3,0.87,cubic,0.74,0
TiAcO3,0.60,rhombohedral,0.29,0
TiAgO3,0.64,orthorhombic,0.16,0
TiAlO3,0.76,cubic,0.69,0
TiAsO3,0.74,cubic,1.31,0
TiAuO3,0.65,cubic,1.76,0
TiBO3,0.88,cubic,1.09,0
TiBaO3,0.55,orthorhombic,0.14,0
TiBeO3,0.82,cubic,1.01,0
TiBiO3,0.66,orthorhombic,0.27,0
TiCaO3,0.63,orthorhombic,0.17,0
TiCdO3,0.64,orthorhombic,0.17,0
TiCeO3,0.70,rhombohedral,0.29,0
TiCoO3,0.83,cubic,1.15,0
TiCrO3,0.82,orthorhombic,0.16,0
TiCsO3,0.49,cubic,2.85,0
TiCuO3,0.76,cubic,1.22,0
TiDyO3,0.63,cubic,1.64,0
TiErO3,0.66,cubic,1.57,0
TiEuO3,0.61,orthorhombic,0.23,0
TiFeO3,0.81,cubic,1.17,0
TiGaO3,0.72,cubic,0.99,0
TiGdO3,0.65,orthorhombic,0.28,0
TiGeO3,0.83,cubic,0.96,0
TiHfO3,0.76,cubic,0.84,0
TiHgO3,0.60,orthorhombic,0.15,0
TiHoO3,0.66,cubic,1.61,0
TiInO3,0.69,cubic,1.50,0
TiIrO3,0.79,cubic,2.34,0
TiKO3,0.54,orthorhombic,0.23,0
TiLaO3,0.62,orthorhombic,0.29,0
TiLiO3,0.70,orthorhombic,0.27,0
TiLuO3,0.67,cubic,1.47,0
TiMgO3,0.71,cubic,1.50,0
TiMnO3,0.83,cubic,1.22,0
TiMoO3,0.78,cubic,0.95,0
TiNaO3,0.62,orthorhombic,0.24,0
TiNbO3,0.77,cubic,0.83,0
TiNdO3,0.63,orthorhombic,0.30,0
TiNiO3,0.85,cubic,1.26,0
TiNpO3,0.67,orthorhombic,0.27,0
TiOsO3,0.77,cubic,1.36,0
TiPaO3,0.65,cubic,1.00,0
TiPbO3,0.73,orthorhombic,0.15,0
TiPdO3,0.79,cubic,1.53,0
TiPmO3,0.64,orthorhombic,0.27,0
TiPrO3,0.71,orthorhombic,0.28,0
TiPtO3,0.73,cubic,1.66,0
TiPuO3,0.68,orthorhombic,0.26,0
TiRbO3,0.52,orthorhombic,0.22,0
TiReO3,0.79,cubic,1.19,0
TiRhO3,0.80,cubic,1.40,0
TiRuO3,0.79,cubic,1.33,0
TiSbO3,0.77,cubic,1.34,0
TiScO3,0.70,cubic,1.23,0
TiSiO3,0.89,cubic,0.73,0
TiSmO3,0.64,orthorhombic,0.26,0
TiSnO3,0.77,orthorhombic,0.25,0
TiSrO3,0.58,orthorhombic,0.17,0
TiTaO3,0.77,cubic,0.69,0
TiTbO3,0.74,orthorhombic,0.26,0
TiTcO3,0.76,cubic,1.13,0
TiTeO3,0.67,cubic,1.50,0
TiThO3,0.68,cubic,1.47,0
TiTlO3,0.58,orthorhombic,0.27,0
TiTmO3,0.64,cubic,1.54,0
TiUO3,0.70,orthorhombic,0.39,0
TiVO3,0.81,cubic,0.91,0
TiWO3,0.78,cubic,0.94,0
TiYO3,0.66,cubic,1.66,0
TiYbO3,0.64,orthorhombic,0.21,0
TiZnO3,0.71,cubic,1.50,0
TiZrO3,0.75,cubic,0.92,0
TlAcO3,0.87,cubic,0.60,0
TlAgO3,0.94,orthorhombic,0.10,0
TlAlO3,0.87,orthorhombic,0.07,0
TlAsO3,0.85,tetragonal,0.24,0
TlAuO3,0.94,orthorhombic,0.16,0
TlBO3,1.33,cubic,1.10,0
TlBaO3,0.80,orthorhombic,0.23,0
TlBeO3,1.20,cubic,0.67,0
TlBiO3,1.02,orthorhombic,0.11,0
TlCaO3,0.92,cubic,0.92,0
TlCdO3,0.94,cubic,0.69,0
TlCeO3,0.94,cubic,0.70,0
TlCoO3,0.84,orthorhombic,0.11,0
TlCrO3,0.84,orthorhombic,0.04,0
TlCsO3,0.71,orthorhombic,0.57,0
TlCuO3,0.87,orthorhombic,0.08,0
TlDyO3,0.92,cubic,0.60,0
TlErO3,0.96,cubic,0.60,0
TlEuO3,0.89,orthorhombic,0.18,0
TlFeO3,0.82,orthorhombic,0.05,0
TlGaO3,0.84,orthorhombic,0.07,0
TlGdO3,0.94,orthorhombic,0.10,0
TlGeO3,0.83,tetragonal,0.18,0
TlHfO3,1.05,orthorhombic,0.15,0
TlHgO3,0.88,cubic,0.61,0
TlHoO3,0.96,orthorhombic,0.10,0
TlInO3,1.00,orthorhombic,0.06,0
TlIrO3,1.12,orthorhombic,0.16,0
TlKO3,0.79,cubic,1.60,0
TlLaO3,0.91,orthorhombic,0.11,0
TlLiO3,1.02,cubic,0.81,0
TlLuO3,0.97,orthorhombic,0.08,0
TlMgO3,1.04,cubic,0.62,0
TlMnO3,0.82,orthorhombic,0.05,0
TlMoO3,1.10,cubic,0.15,0
TlNaO3,0.91,cubic,1.26,0
TlNbO3,1.08,tetragonal,0.07,0
TlNdO3,0.92,orthorhombic,0.12,0
TlNiO3,0.84,orthorhombic,0.10,0
TlNpO3,0.97,rhombohedral,0.11,0
TlOsO3,1.12,cubic,0.13,0
TlPaO3,0.95,cubic,-0.36,0
TlPbO3,0.92,orthorhombic,0.11,0
TlPdO3,1.03,orthorhombic,0.01,1
TlPmO3,0.93,cubic,0.68,0
TlPrO3,0.95,orthorhombic,0.12,0
TlPtO3,1.07,orthorhombic,0.23,0
TlPuO3,0.99,orthorhombic,0.06,0
TlRbO3,0.75,orthorhombic,0.32,0
TlReO3,1.12,cubic,0.20,0
TlRhO3,0.82,orthorhombic,0.05,0
TlRuO3,1.12,orthorhombic,0.15,0
TlSbO3,0.78,cubic,0.27,0
TlScO3,1.03,orthorhombic,0.08,0
TlSiO3,0.94,tetragonal,0.36,0
TlSmO3,0.93,rhombohedral,0.11,0
TlSnO3,1.06,orthorhombic,0.16,0
TlSrO3,0.85,orthorhombic,0.26,0
TlTaO3,1.08,tetragonal,0.03,0
TlTbO3,0.98,orthorhombic,0.10,0
TlTcO3,1.10,cubic,0.12,0
TlTeO3,1.02,tetragonal,0.14,0
TlThO3,0.94,orthorhombic,0.28,0
TlTiO3,0.82,orthorhombic,0.17,0
TlTmO3,0.93,orthorhombic,0.09,0
TlUO3,1.02,cubic,-0.11,0
TlVO3,0.83,orthorhombic,0.22,0
TlWO3,1.09,cubic,0.11,0
TlYO3,0.96,orthorhombic,0.10,0
TlYbO3,0.94,cubic,0.83,0
TlZnO3,1.03,cubic,0.55,0
TlZrO3,1.04,orthorhombic,0.17,0
TmAcO3,0.69,orthorhombic,0.22,0
TmAgO3,0.81,cubic,0.73,0
TmAlO3,0.90,orthorhombic,-0.02,1
TmAsO3,0.88,cubic,0.86,0
TmAuO3,0.74,cubic,0.90,0
TmBO3,1.05,cubic,0.74,0
TmBaO3,0.63,orthorhombic,0.28,0
TmBeO3,0.94,tetragonal,0.34,0
TmBiO3,0.75,cubic,1.28,0
TmCaO3,0.72,cubic,1.19,0
TmCdO3,0.74,cubic,0.95,0
TmCeO3,0.78,cubic,1.52,0
TmCoO3,0.87,orthorhombic,0.03,0
TmCrO3,0.86,orthorhombic,-0.02,1
TmCuO3,0.90,orthorhombic,0.00,1
TmDyO3,0.73,cubic,1.08,0
TmErO3,0.76,cubic,1.00,0
TmEuO3,0.70,orthorhombic,0.21,0
TmFeO3,0.85,orthorhombic,0.02,1
TmGaO3,0.86,orthorhombic,0.02,1
TmGdO3,0.74,cubic,1.17,0
TmGeO3,0.92,cubic,0.67,0
TmHfO3,0.84,cubic,0.64,0
TmHgO3,0.69,cubic,1.06,0
TmHoO3,0.75,cubic,1.04,0
TmInO3,0.79,cubic,0.82,0
TmIrO3,0.87,cubic,0.88,0
TmKO3,0.62,orthorhombic,0.45,0
TmLaO3,0.71,cubic,1.49,0
TmLiO3,0.80,cubic,0.58,0
TmLuO3,0.77,cubic,0.89,0
TmMgO3,0.82,cubic,0.60,0
TmMnO3,0.92,orthorhombic,0.04,0
TmMoO3,0.86,cubic,0.74,0
TmNaO3,0.72,cubic,1.18,0
TmNbO3,0.85,cubic,0.73,0
TmNdO3,0.73,cubic,1.39,0
TmNiO3,0.87,orthorhombic,0.03,0
TmNpO3,0.77,cubic,1.23,0
TmOsO3,0.88,cubic,0.88,0
TmPaO3,0.75,cubic,1.04,0
TmPbO3,0.81,orthorhombic,0.22,0
TmPdO3,0.87,cubic,0.58,0
TmPmO3,0.73,cubic,1.32,0
TmPrO3,0.78,cubic,1.45,0
TmPtO3,0.84,cubic,0.84,0
TmPuO3,0.78,cubic,1.23,0
TmRbO3,0.59,orthorhombic,0.48,0
TmReO3,0.87,cubic,0.94,0
TmRhO3,0.88,cubic,0.65,0
TmRuO3,0.87,cubic,0.70,0
TmSbO3,0.80,cubic,1.11,0
TmScO3,0.81,cubic,0.63,0
TmSiO3,0.97,cubic,0.79,0
TmSmO3,0.73,cubic,1.28,0
TmSnO3,0.85,cubic,0.95,0
TmSrO3,0.67,orthorhombic,0.24,0
TmTaO3,0.85,cubic,0.76,0
TmTbO3,0.82,cubic,1.12,0
TmTcO3,0.87,cubic,0.73,0
TmTeO3,0.74,cubic,1.25,0
TmThO3,0.75,cubic,1.16,0
TmTiO3,0.88,orthorhombic,0.05,0
TmTlO3,0.67,orthorhombic,0.13,0
TmUO3,0.77,cubic,1.18,0
TmVO3,0.89,orthorhombic,-0.01,1
TmWO3,0.86,cubic,0.83,0
TmYO3,0.75,cubic,1.08,0
TmYbO3,0.74,cubic,1.07,0
TmZnO3,0.81,orthorhombic,0.16,0
TmZrO3,0.83,cubic,0.73,0
UAcO3,0.72,cubic,1.35,0
UAgO3,0.80,orthorhombic,0.33,0
UAlO3,0.89,orthorhombic,-0.01,1
UAsO3,0.87,cubic,0.96,0
UAuO3,0.78,cubic,1.13,0
UBO3,1.10,cubic,1.06,0
UBaO3,0.66,orthorhombic,0.24,0
UBeO3,0.99,cubic,0.59,0
UBiO3,0.71,cubic,1.26,0
UCaO3,0.76,cubic,1.31,0
UCdO3,0.77,orthorhombic,0.19,0
UCeO3,0.71,cubic,1.22,0
UCoO3,0.86,cubic,0.52,0
UCrO3,0.85,rhombohedral,0.16,0
UCsO3,0.59,tetragonal,0.71,0
UCuO3,0.86,rhombohedral,0.28,0
UDyO3,0.74,cubic,0.83,0
UErO3,0.75,cubic,0.76,0
UEuO3,0.73,cubic,1.58,0
UFeO3,0.84,cubic,0.64,0
UGaO3,0.85,orthorhombic,0.24,0
UGdO3,0.73,cubic,0.91,0
UGeO3,0.85,cubic,0.76,0
UHfO3,0.82,orthorhombic,0.20,0
UHgO3,0.75,orthorhombic,0.29,0
UHoO3,0.75,cubic,0.79,0
UInO3,0.78,tetragonal,0.72,0
UIrO3,0.83,cubic,0.93,0
UKO3,0.65,orthorhombic,0.27,0
ULaO3,0.71,cubic,1.19,0
ULiO3,0.73,orthorhombic,0.10,0
ULuO3,0.76,cubic,0.66,0
UMgO3,0.86,orthorhombic,0.11,0
UMnO3,0.84,orthorhombic,0.12,0
UMoO3,0.82,cubic,0.63,0
UNaO3,0.75,orthorhombic,0.24,0
UNbO3,0.81,cubic,0.52,0
UNdO3,0.72,cubic,1.11,0
UNiO3,0.87,cubic,0.65,0
UNpO3,0.81,cubic,0.72,0
UOsO3,0.93,cubic,0.92,0
UPaO3,0.79,cubic,0.77,0
UPbO3,0.76,orthorhombic,0.27,0
UPdO3,0.81,cubic,0.79,0
UPmO3,0.77,cubic,1.05,0
UPrO3,0.72,cubic,1.16,0
UPtO3,0.88,cubic,0.92,0
UPuO3,0.82,cubic,0.85,0
URbO3,0.62,orthorhombic,0.28,0
UReO3,0.85,cubic,0.87,0
URhO3,0.83,cubic,0.72,0
URuO3,0.83,cubic,0.73,0
USbO3,0.80,cubic,1.08,0
UScO3,0.80,orthorhombic,0.01,1
USiO3,1.02,cubic,0.76,0
USmO3,0.73,cubic,1.01,0
USnO3,0.82,cubic,0.92,0
USrO3,0.70,orthorhombic,0.16,0
UTaO3,0.81,rhombohedral,0.39,0
UTbO3,0.74,cubic,0.87,0
UTcO3,0.91,cubic,0.69,0
UTeO3,0.77,cubic,1.22,0
UThO3,0.78,cubic,0.83,0
UTiO3,0.83,orthorhombic,0.12,0
UTlO3,0.75,orthorhombic,0.51,0
UTmO3,0.75,cubic,0.72,0
UVO3,0.84,orthorhombic,0.02,1
UWO3,0.84,cubic,0.73,0
UYO3,0.75,cubic,0.83,0
UYbO3,0.76,cubic,1.35,0
UZnO3,0.85,cubic,0.76,0
UZrO3,0.81,orthorhombic,0.22,0
VAcO3,0.59,orthorhombic,0.29,0
VAgO3,0.64,orthorhombic,0.07,0
VAlO3,0.77,orthorhombic,0.09,0
VAsO3,0.78,cubic,0.96,0
VAuO3,0.64,cubic,1.44,0
VBO3,0.87,cubic,1.21,0
VBaO3,0.54,orthorhombic,0.16,0
VBeO3,0.81,cubic,1.00,0
VBiO3,0.65,orthorhombic,0.23,0
VCaO3,0.62,orthorhombic,0.18,0
VCdO3,0.64,orthorhombic,0.19,0
VCeO3,0.68,orthorhombic,0.30,0
VCoO3,0.80,cubic,0.92,0
VCrO3,0.80,cubic,0.87,0
VCuO3,0.72,cubic,1.03,0
VDyO3,0.63,cubic,1.52,0
VErO3,0.65,cubic,1.46,0
VEuO3,0.61,rhombohedral,0.29,0
VFeO3,0.78,cubic,0.85,0
VGaO3,0.74,cubic,0.93,0
VGdO3,0.64,cubic,1.51,0
VGeO3,0.80,cubic,0.67,0
VHfO3,0.73,cubic,0.68,0
VHgO3,0.60,orthorhombic,0.25,0
VHoO3,0.65,cubic,1.49,0
VInO3,0.68,cubic,1.31,0
VIrO3,0.76,cubic,1.15,0
VKO3,0.54,orthorhombic,0.04,0
VLaO3,0.62,orthorhombic,0.28,0
VLiO3,0.69,orthorhombic,0.21,0
VLuO3,0.66,cubic,1.35,0
VMgO3,0.71,cubic,1.33,0
VMnO3,0.80,cubic,0.86,0
VMoO3,0.76,cubic,0.67,0
VNaO3,0.62,orthorhombic,0.24,0
VNbO3,0.75,cubic,0.53,0
VNdO3,0.63,orthorhombic,0.28,0
VNiO3,0.83,cubic,1.04,0
VNpO3,0.66,orthorhombic,0.25,0
VOsO3,0.76,cubic,0.98,0
VPaO3,0.65,cubic,0.69,0
VPbO3,0.71,rhombohedral,0.29,0
VPdO3,0.77,cubic,1.24,0
VPmO3,0.63,orthorhombic,0.28,0
VPrO3,0.69,orthorhombic,0.29,0
VPtO3,0.72,cubic,1.27,0
VPuO3,0.67,orthorhombic,0.29,0
VRbO3,0.51,orthorhombic,0.03,0
VReO3,0.76,cubic,0.83,0
VRhO3,0.78,cubic,1.06,0
VRuO3,0.77,cubic,0.94,0
VSbO3,0.75,cubic,0.94,0
VScO3,0.70,cubic,1.15,0
VSiO3,0.86,cubic,0.60,0
VSmO3,0.63,orthorhombic,0.27,0
VSnO3,0.74,orthorhombic,0.22,0
VSrO3,0.58,orthorhombic,0.16,0
VTaO3,0.75,cubic,0.51,0
VTbO3,0.72,cubic,1.55,0
VTcO3,0.75,cubic,0.82,0
VTeO3,0.65,cubic,1.05,0
VThO3,0.66,cubic,1.25,0
VTiO3,0.77,cubic,0.57,0
VTlO3,0.57,orthorhombic,0.40,0
VTmO3,0.63,cubic,1.42,0
VUO3,0.68,cubic,0.90,0
VWO3,0.75,cubic,0.64,0
VYO3,0.65,cubic,1.53,0
VYbO3,0.64,orthorhombic,0.22,0
VZnO3,0.70,cubic,1.27,0
VZrO3,0.73,cubic,0.76,0
WAcO3,0.57,rhombohedral,0.37,0
WAgO3,0.68,orthorhombic,0.54,0
WAlO3,0.75,cubic,1.21,0
WAsO3,0.74,cubic,1.98,0
WAuO3,0.61,cubic,2.75,0
WBO3,0.88,cubic,1.77,0
WBaO3,0.53,rhombohedral,0.31,0
WBeO3,0.79,cubic,1.26,0
WBiO3,0.60,cubic,2.24,0
WCaO3,0.61,rhombohedral,0.39,0
WCdO3,0.62,rhombohedral,0.46,0
WCeO3,0.60,cubic,2.48,0
WCoO3,0.73,cubic,1.68,0
WCrO3,0.72,cubic,1.43,0
WCsO3,0.46,rhombohedral,0.28,0
WCuO3,0.75,cubic,1.93,0
WDyO3,0.63,cubic,2.10,0
WErO3,0.63,cubic,2.08,0
WEuO3,0.62,rhombohedral,0.38,0
WFeO3,0.71,cubic,1.65,0
WGaO3,0.72,rhombohedral,0.54,0
WGdO3,0.62,cubic,2.24,0
WGeO3,0.76,cubic,1.60,0
WHfO3,0.69,cubic,1.49,0
WHgO3,0.60,cubic,2.87,0
WHoO3,0.63,cubic,2.06,0
WInO3,0.66,rhombohedral,0.47,0
WIrO3,0.70,cubic,2.29,0
WKO3,0.51,orthorhombic,0.25,0
WLaO3,0.60,cubic,2.46,0
WLiO3,0.66,orthorhombic,0.27,0
WLuO3,0.64,cubic,1.95,0
WMgO3,0.69,cubic,1.70,0
WMnO3,0.71,cubic,1.64,0
WMoO3,0.70,cubic,1.46,0
WNaO3,0.59,orthorhombic,0.35,0
WNbO3,0.69,cubic,1.39,0
WNdO3,0.61,cubic,2.45,0
WNiO3,0.70,cubic,1.73,0
WNpO3,0.63,cubic,1.95,0
WOsO3,0.73,cubic,2.15,0
WPaO3,0.62,cubic,1.46,0
WPbO3,0.67,cubic,2.32,0
WPdO3,0.64,cubic,2.33,0
WPmO3,0.60,cubic,2.27,0
WPrO3,0.61,cubic,2.45,0
WPtO3,0.69,cubic,2.46,0
WPuO3,0.64,cubic,2.40,0
WRbO3,0.49,orthorhombic,0.24,0
WReO3,0.72,cubic,1.83,0
WRhO3,0.70,cubic,2.14,0
WRuO3,0.70,cubic,2.02,0
WSbO3,0.69,cubic,1.92,0
WScO3,0.68,cubic,1.65,0
WSiO3,0.81,cubic,1.60,0
WSmO3,0.62,cubic,2.24,0
WSnO3,0.70,orthorhombic,0.34,0
WSrO3,0.56,rhombohedral,0.33,0
WTaO3,0.69,cubic,1.43,0
WTbO3,0.63,cubic,2.10,0
WTcO3,0.72,cubic,1.78,0
WTeO3,0.66,cubic,2.21,0
WThO3,0.61,cubic,2.04,0
WTiO3,0.73,cubic,1.33,0
WTlO3,0.63,orthorhombic,0.22,0
WTmO3,0.64,cubic,1.95,0
WUO3,0.60,cubic,1.71,0
WVO3,0.71,cubic,1.45,0
WYO3,0.63,cubic,2.15,0
WYbO3,0.64,rhombohedral,0.23,0
WZnO3,0.68,cubic,1.83,0
WZrO3,0.69,cubic,1.56,0
YAcO3,0.70,cubic,1.51,0
YAgO3,0.82,cubic,0.59,0
YAlO3,0.91,orthorhombic,-0.02,1
YAsO3,0.89,cubic,0.75,0
YAuO3,0.75,cubic,0.75,0
YBO3,1.06,cubic,0.88,0
YBaO3,0.64,orthorhombic,0.28,0
YBeO3,0.95,tetragonal,0.32,0
YBiO3,0.72,cubic,1.10,0
YCaO3,0.73,cubic,1.05,0
YCdO3,0.75,cubic,0.80,0
YCeO3,0.73,cubic,1.34,0
YCoO3,0.88,orthorhombic,0.02,1
YCrO3,0.87,orthorhombic,-0.03,0
YCsO3,0.57,tetragonal,0.65,0
YCuO3,0.91,orthorhombic,0.05,0
YDyO3,0.76,cubic,0.92,0
YErO3,0.77,cubic,0.84,0
YEuO3,0.75,cubic,1.12,0
YFeO3,0.86,orthorhombic,-0.03,0
YGaO3,0.87,orthorhombic,0.02,1
YGdO3,0.75,cubic,1.00,0
YGeO3,0.87,cubic,0.60,0
YHfO3,0.83,orthorhombic,0.20,0
YHgO3,0.70,cubic,0.90,0
YHoO3,0.76,cubic,0.88,0
YInO3,0.80,cubic,0.72,0
YIrO3,0.89,cubic,0.74,0
YKO3,0.63,orthorhombic,0.46,0
YLaO3,0.72,cubic,1.32,0
YLiO3,0.81,orthorhombic,0.33,0
YLuO3,0.78,cubic,0.73,0
YMgO3,0.83,orthorhombic,0.19,0
YMnO3,0.86,orthorhombic,0.02,1
YMoO3,0.84,cubic,0.62,0
YNaO3,0.72,cubic,1.06,0
YNbO3,0.86,cubic,0.58,0
YNdO3,0.74,cubic,1.21,0
YNiO3,0.88,orthorhombic,0.02,1
YNpO3,0.78,cubic,1.05,0
YOsO3,0.89,cubic,0.74,0
YPaO3,0.76,cubic,0.89,0
YPbO3,0.73,cubic,1.02,0
YPdO3,0.82,cubic,0.52,0
YPmO3,0.74,cubic,1.15,0
YPrO3,0.73,cubic,1.27,0
YPtO3,0.85,cubic,0.70,0
YPuO3,0.79,cubic,1.07,0
YRbO3,0.60,orthorhombic,0.34,0
YReO3,0.89,cubic,0.76,0
YRhO3,0.85,cubic,0.52,0
YRuO3,0.89,cubic,0.57,0
YSbO3,0.81,cubic,0.97,0
YScO3,0.82,orthorhombic,0.03,0
YSiO3,0.98,cubic,0.72,0
YSmO3,0.74,cubic,1.11,0
YSnO3,0.84,cubic,0.80,0
YSrO3,0.68,orthorhombic,0.26,0
YTaO3,0.86,cubic,0.61,0
YTbO3,0.76,cubic,0.96,0
YTcO3,0.88,cubic,0.59,0
YTeO3,0.81,cubic,1.09,0
YThO3,0.75,cubic,1.01,0
YTiO3,0.85,orthorhombic,0.04,0
YTlO3,0.77,orthorhombic,0.11,0
YTmO3,0.77,cubic,0.80,0
YUO3,0.81,cubic,1.03,0
YVO3,0.86,orthorhombic,-0.03,0
YWO3,0.87,cubic,0.76,0
YYbO3,0.77,cubic,0.92,0
YZnO3,0.82,orthorhombic,0.14,0
YZrO3,0.83,cubic,0.57,0
YbAcO3,0.68,cubic,0.80,0
YbAgO3,0.80,orthorhombic,0.01,1
YbAlO3,0.89,cubic,-0.01,1
YbAsO3,0.87,orthorhombic,0.02,1
YbAuO3,0.74,orthorhombic,-0.03,0
YbBO3,1.04,cubic,0.62,0
YbBaO3,0.63,orthorhombic,0.24,0
YbBeO3,0.94,orthorhombic,0.32,0
YbBiO3,0.71,orthorhombic,-0.04,0
YbCaO3,0.72,cubic,0.85,0
YbCdO3,0.73,cubic,0.52,0
YbCeO3,0.79,cubic,0.78,0
YbCoO3,0.86,orthorhombic,-0.08,0
YbCrO3,0.86,orthorhombic,-0.02,1
YbCsO3,0.56,cubic,1.38,0
YbCuO3,0.89,orthorhombic,0.12,0
YbDyO3,0.75,cubic,0.57,0
YbErO3,0.75,cubic,0.53,0
YbEuO3,0.73,cubic,0.73,0
YbFeO3,0.84,orthorhombic,-0.12,0
YbGaO3,0.86,orthorhombic,0.08,0
YbGdO3,0.74,cubic,0.61,0
YbGeO3,0.94,orthorhombic,-0.10,0
YbHfO3,0.85,orthorhombic,-0.11,0
YbHgO3,0.69,cubic,0.47,0
YbHoO3,0.75,cubic,0.55,0
YbInO3,0.79,orthorhombic,0.14,0
YbIrO3,0.89,orthorhombic,-0.06,0
YbKO3,0.62,cubic,1.58,0
YbLaO3,0.71,cubic,0.73,0
YbLiO3,0.80,cubic,0.57,0
YbLuO3,0.76,orthorhombic,0.14,0
YbMgO3,0.82,orthorhombic,0.25,0
YbMnO3,0.94,orthorhombic,-0.08,0
YbMoO3,0.88,orthorhombic,-0.06,0
YbNaO3,0.71,orthorhombic,0.24,0
YbNbO3,0.87,orthorhombic,-0.12,0
YbNdO3,0.73,cubic,0.79,0
YbNiO3,0.87,orthorhombic,0.03,0
YbNpO3,0.76,cubic,0.69,0
YbOsO3,0.88,orthorhombic,-0.09,0
YbPaO3,0.75,orthorhombic,-0.05,0
YbPbO3,0.83,orthorhombic,0.02,1
YbPdO3,0.89,orthorhombic,-0.10,0
YbPmO3,0.73,cubic,0.69,0
YbPrO3,0.80,cubic,0.75,0
YbPtO3,0.84,orthorhombic,-0.13,0
YbPuO3,0.77,orthorhombic,-0.11,0
YbRbO3,0.59,cubic,1.56,0
YbReO3,0.89,orthorhombic,0.01,1
YbRhO3,0.90,orthorhombic,-0.09,0
YbRuO3,0.89,orthorhombic,-0.08,0
YbSbO3,0.80,orthorhombic,-0.01,1
YbScO3,0.80,orthorhombic,0.10,0
YbSiO3,0.96,rhombohedral,-0.03,0
YbSmO3,0.73,cubic,0.67,0
YbSnO3,0.86,orthorhombic,-0.11,0
YbSrO3,0.67,cubic,1.11,0
YbTaO3,0.87,orthorhombic,-0.09,0
YbTbO3,0.83,cubic,0.59,0
YbTcO3,0.87,orthorhombic,-0.08,0
YbTeO3,0.76,orthorhombic,0.15,0
YbThO3,0.77,cubic,0.72,0
YbTiO3,0.90,orthorhombic,-0.13,0
YbTlO3,0.75,orthorhombic,0.14,0
YbTmO3,0.76,cubic,0.50,0
YbUO3,0.79,cubic,0.69,0
YbVO3,0.91,orthorhombic,0.01,1
YbWO3,0.88,orthorhombic,-0.02,1
YbYO3,0.75,cubic,0.59,0
YbZnO3,0.81,orthorhombic,0.19,0
YbZrO3,0.85,orthorhombic,-0.08,0
ZnAcO3,0.64,orthorhombic,0.17,0
ZnAgO3,0.69,cubic,0.87,0
ZnAlO3,0.84,cubic,0.58,0
ZnAsO3,0.85,cubic,0.66,0
ZnAuO3,0.70,cubic,0.86,0
ZnBO3,0.98,cubic,1.15,0
ZnBaO3,0.59,orthorhombic,0.22,0
ZnBeO3,0.88,cubic,0.84,0
ZnBiO3,0.71,cubic,0.77,0
ZnCaO3,0.68,orthorhombic,0.16,0
ZnCdO3,0.69,cubic,1.11,0
ZnCeO3,0.72,orthorhombic,0.19,0
ZnCoO3,0.85,cubic,0.63,0
ZnCrO3,0.84,cubic,0.62,0
ZnCsO3,0.53,cubic,1.83,0
ZnCuO3,0.78,cubic,0.63,0
ZnDyO3,0.68,cubic,1.12,0
ZnErO3,0.71,cubic,1.08,0
ZnEuO3,0.66,orthorhombic,0.08,0
ZnFeO3,0.82,cubic,0.56,0
ZnGaO3,0.81,cubic,0.77,0
ZnGdO3,0.69,cubic,1.15,0
ZnGeO3,0.85,cubic,0.59,0
